Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14
31.1668487208398,-8.56310589550506,-1.485424611904,2.56440444114699,0.821754447098085,6.55889788158983,2.0534545948267,3.986306876115,-0.030652596148448,1.1753653153228,-0.432978025654821,-0.0148241848968263,0.158525006334715,1
14.8333519240536,1.79332105525176,6.27071717877931,1.96258454528584,0.0376112267432011,3.04439589807347,2.43256623121993,3.67732632784376,-0.0584850253140194,0.517789022493123,-0.617585285773491,0.254795864682289,0.145841917364601,1
24.6311770219471,-8.75582155451905,2.54360890007445,6.20627364841756,0.628854538116997,6.59338511251467,1.82510025438674,2.61408417915778,-0.39525920680912,1.25216578646956,-0.400947158525595,-0.0972294247956919,0.116501312205753,1
20.5382654326417,-8.84326206190073,0.912930366261736,6.36825718869882,0.149327355653683,7.0715194489667,1.93041156429889,3.48052526070993,-0.0320119821055694,0.953636653074044,-0.716399399807983,-0.0769636244287735,0.077790705291208,1
27.5042162855224,-12.3210762472037,-1.55016791957582,2.79911805706744,1.12654603215456,6.3345640313921,2.14822663834887,3.74987166371364,0.0573713987798489,1.05517344799037,-0.569163002690272,-0.0580609818652741,0.0924546905767888,1
27.0004187011915,-10.6661375916742,3.62997146253887,4.53677917428072,0.915880244316273,6.45559864493687,2.24671223477335,2.18292852057353,-0.497134297030171,1.32702851669462,-0.437041986926922,-0.03069265030716,0.0822609493533473,1
33.8316119628394,-10.0599104448091,-2.39463215059139,-0.872517293423437,1.02534961906339,5.57542157226817,2.56929639127408,2.07858530105309,-0.545480079162387,1.33146362804922,-0.371735313209441,-0.0949804656007134,0.135370495823105,1
35.1942944316728,-8.4218265745994,11.7933679316685,4.65017500332272,1.38601989207964,4.93518911737033,2.34967850858031,4.05123548835577,0.0577695393605552,0.903245729044922,-0.483199587446754,-0.166487152127811,0.104548259929345,1
29.4059914101347,-11.9938565742934,-2.69954803516235,0.578137961552666,1.05670904799547,6.3298326432155,2.41768989926365,3.73903405931328,0.0341745895058108,1.15098262179787,-0.585119810694337,-0.0729545338660598,0.0967121684118302,1
32.8222175705918,-11.8798645059515,0.22639162905062,-4.05468048795313,1.04272529412882,3.58969265179247,2.82553020935198,3.59981828111808,0.041217512401857,0.916949202729786,-0.471673742795249,-0.0600295042139057,0.0668505869514384,1
36.0587760559017,-13.2878124964323,1.77908647014982,-3.61256649771116,1.46453695211474,4.23718105659788,2.89221260771081,3.73864704462558,0.102113643821408,0.982290116985486,-0.464900539633714,-0.0865063960114305,0.0863791531106972,1
33.9093048276803,-12.1975419289419,3.79471361570176,6.76930962962062,2.64721919848734,4.98206848712606,1.92920501647201,3.74240615109698,-0.115586672099877,1.00939556572745,-0.436509683301676,-0.0862730459739674,0.112006331551201,1
